Time_s,rpm,speed_kph,throttle_pos,engine_load,coolant_temp_C,coolant_pressure_PSI,intake_air_temp_C
4064,2195.54,34.35,5.89,12.25,97.04,15.07,27.73
4065,2212.29,34.52,7.3,13.54,96.99,15.21,27.83
4066,2240.69,34.58,7.27,12.58,96.98,14.91,27.67
4067,2204.84,34.67,5.88,13.74,96.99,14.89,27.54
4068,2198.26,34.58,6.56,14.14,97.02,14.71,27.36
4069,2190.25,34.6,6.04,13.94,96.99,14.94,27.37
4070,2207.02,34.63,6.54,15.42,96.98,15.01,27.44
4071,2236.65,34.43,5.04,14.11,97.01,15.07,27.53
4072,2234.59,34.4,5.3,14.04,97.0,14.99,27.48
4073,2225.93,34.42,6.33,15.28,96.97,15.1,27.5
4074,2233.37,34.42,7.15,14.7,97.0,14.82,27.46
4075,2226.42,34.45,7.23,15.47,96.99,14.68,27.57
4076,2182.28,34.54,7.5,16.05,96.96,14.76,27.64
4077,2197.75,34.57,7.36,16.19,96.92,15.03,27.7
4078,2220.79,34.6,7.39,17.65,96.92,14.77,27.72
4079,2243.11,34.65,8.16,18.4,96.94,15.0,27.82
4080,2217.46,34.59,7.74,17.81,96.94,14.75,27.84
4081,2231.06,34.72,7.49,17.34,96.91,14.89,27.84
4082,2260.47,34.6,6.47,16.46,96.91,14.91,27.83
4083,2305.63,34.5,7.33,16.6,96.91,14.83,27.74
4084,2304.71,34.64,7.39,17.38,96.88,14.84,27.77
4085,2312.93,34.49,6.63,15.94,96.87,14.87,27.68
4086,2278.75,34.13,7.61,16.51,96.86,15.13,27.75
4087,2245.03,33.89,7.74,15.66,96.84,15.02,27.74
4088,2257.68,33.87,7.31,15.76,96.86,15.08,27.85
4089,2208.45,33.87,8.22,15.16,96.87,14.87,27.74
4090,2209.12,33.82,8.06,13.86,96.89,14.88,27.99
4091,2236.7,34.12,7.08,15.39,96.92,14.68,27.85
4092,2247.61,34.29,8.16,15.56,96.95,14.64,27.73
4093,2255.94,34.14,7.61,13.96,96.96,14.86,27.64
4094,2250.03,34.34,10.31,16.48,96.96,14.95,27.78
4095,2238.93,34.57,9.98,16.36,96.94,15.17,27.74
4096,2279.39,34.45,8.31,13.93,96.92,14.76,27.75
4097,2296.37,34.41,9.83,15.19,96.92,15.09,27.71
4098,2302.49,34.26,9.74,14.85,96.9,14.78,27.62
4099,2291.23,34.22,9.91,15.32,96.88,14.93,27.72
4100,2269.32,34.23,10.16,14.46,96.88,14.83,27.81
4101,2283.05,34.2,9.0,14.33,96.89,14.96,27.94
4102,2265.97,34.06,7.3,14.25,96.89,15.01,27.94
4103,2258.77,33.97,9.07,15.29,96.88,15.29,27.78
4104,2261.51,33.73,7.84,15.59,96.87,15.04,27.67
4105,2256.4,33.77,9.31,16.88,96.88,14.77,27.75
4106,2280.45,34.03,9.87,18.84,96.9,14.83,27.64
4107,2243.77,33.99,9.96,17.76,96.91,14.82,27.65
4108,2240.87,34.22,9.64,18.74,96.94,14.59,27.61
4109,2280.34,34.23,11.47,18.65,96.95,14.88,27.71
4110,2288.99,34.12,10.7,18.3,96.94,15.45,27.77
4111,2275.28,34.26,10.11,20.19,96.96,14.9,27.84
4112,2283.55,34.28,10.59,19.8,97.0,14.77,27.77
4113,2272.78,34.14,9.93,18.25,96.99,14.82,27.82
4114,2293.04,34.07,9.06,18.13,96.99,14.94,27.68
4115,2297.6,34.04,9.05,17.38,97.01,14.73,27.66
4116,2268.38,34.11,9.66,18.41,97.03,14.8,27.49
4117,2266.42,34.26,11.22,20.04,97.01,14.93,27.41
4118,2269.26,34.35,12.75,19.7,97.01,14.75,27.38
4119,2272.92,34.47,11.04,18.45,96.98,14.77,27.58
4120,2273.57,34.51,11.74,18.38,97.01,14.69,27.41
4121,2279.0,34.55,10.74,17.36,96.99,14.83,27.35
4122,2280.47,34.54,9.87,16.21,97.0,14.75,27.36
4123,2260.64,34.84,9.55,17.58,97.01,14.71,27.54
4124,2246.49,34.49,9.06,16.03,97.02,14.67,27.6
4125,2237.2,34.36,8.24,14.64,97.02,15.19,27.67
4126,2235.25,34.29,6.5,13.55,97.03,14.8,27.68
4127,2227.01,34.29,7.94,15.99,97.05,14.9,27.64
4128,2247.56,34.35,8.84,18.3,97.01,15.37,27.65
4129,2224.68,34.44,8.93,19.15,97.03,15.0,27.57
4130,2189.02,34.43,8.21,18.13,97.06,14.84,27.68
4131,2232.84,34.51,9.36,19.71,97.01,14.96,27.53
4132,2216.13,34.65,9.4,19.58,96.98,14.78,27.64
4133,2240.44,34.76,9.0,17.22,97.0,14.74,27.65
4134,2252.44,34.93,7.82,16.86,97.01,14.78,27.6
4135,2235.1,34.91,8.42,15.67,97.0,14.82,27.46
4136,2232.43,34.82,8.27,15.69,97.0,15.01,27.44
4137,2225.56,34.54,8.59,16.18,97.03,14.7,27.56
4138,2232.71,34.58,8.84,17.85,97.02,14.75,27.52
4139,2217.31,34.7,9.47,18.42,96.99,14.94,27.57
4140,2214.69,34.51,9.64,16.97,96.99,14.7,27.51
4141,2216.08,34.67,9.47,17.75,97.02,14.63,27.64
4142,2239.96,34.63,9.91,17.55,97.03,15.47,27.55
4143,2231.57,34.78,10.71,18.61,97.03,14.95,27.56
4144,2213.58,34.83,11.85,17.77,97.04,14.64,27.66
4145,2206.68,34.9,10.76,17.93,97.02,14.83,27.64
4146,2218.85,34.86,11.52,16.97,97.0,14.9,27.58
4147,2186.21,34.85,10.05,15.68,97.01,14.95,27.63
4148,2216.82,34.75,10.81,16.5,97.04,14.72,27.69
4149,2219.6,34.73,10.21,15.78,97.03,14.98,27.62
4150,2230.84,34.79,10.84,16.3,97.04,14.89,27.6
4151,2235.89,34.66,11.9,16.47,97.03,15.06,27.83
4152,2223.17,34.77,11.9,17.14,97.05,14.77,27.77
4153,2203.18,34.67,11.66,15.71,97.03,14.9,27.84
4154,2193.66,34.72,11.43,16.29,97.04,14.76,27.73
4155,2168.6,34.64,10.9,15.1,97.03,14.83,27.78
4156,2185.86,34.93,11.85,18.68,97.05,14.64,27.86
4157,2191.35,35.06,11.64,17.43,97.09,14.75,27.87
4158,2168.57,35.13,9.77,16.8,97.04,14.66,27.81
4159,2168.49,35.32,10.6,18.48,97.06,14.83,27.67
4160,2193.66,35.27,11.2,17.37,97.1,14.67,27.58
4161,2228.84,35.35,11.16,17.32,97.07,14.5,27.6
4162,2207.6,35.34,10.41,17.06,97.04,14.86,27.54
4163,2256.67,35.15,9.44,15.87,97.05,14.72,27.52
4164,2236.5,35.1,8.86,14.72,97.03,14.64,27.4
4165,2204.13,35.1,9.13,15.28,97.04,14.77,27.41
4166,2244.61,35.07,7.74,14.89,97.03,14.68,27.29
4167,2223.73,35.02,8.3,14.6,97.03,15.01,27.27
4168,2256.29,34.91,8.52,14.6,97.0,14.98,27.25
4169,2240.76,34.84,9.69,14.54,96.97,14.85,27.19
4170,2233.16,34.55,10.27,16.49,96.98,14.51,27.19
4171,2205.67,34.47,9.65,16.94,96.98,14.84,27.16
4172,2231.23,34.17,8.32,15.92,96.99,14.77,27.08
4173,2250.71,34.19,7.82,15.76,97.01,14.59,27.18
4174,2232.54,34.27,9.17,17.1,97.0,14.65,27.13
4175,2228.53,34.28,9.47,15.99,97.03,14.93,26.96
4176,2241.31,34.51,10.1,17.34,97.04,14.97,26.95
4177,2229.98,34.57,9.61,15.99,97.04,14.74,27.07
4178,2257.14,34.6,10.04,15.55,97.02,14.75,26.96
4179,2251.88,34.74,8.88,16.74,97.01,14.9,27.09
4180,2240.38,34.93,9.83,16.84,96.98,14.62,27.08
4181,2209.11,34.97,8.94,15.56,96.97,14.53,27.16
4182,2188.47,35.17,7.56,16.11,97.01,14.82,27.22
4183,2208.64,35.15,9.61,17.02,97.04,14.88,27.36
4184,2218.95,35.12,9.76,17.06,97.06,14.69,27.26
4185,2240.92,35.34,9.98,20.21,97.08,14.68,27.22
4186,2232.77,35.47,8.55,18.65,97.09,14.86,27.36
4187,2203.84,35.39,9.2,17.78,97.05,14.86,27.29
4188,2202.93,35.58,10.09,19.9,97.05,14.64,27.37
4189,2252.66,35.56,9.92,20.23,97.05,15.06,27.43
4190,2235.99,35.54,10.65,20.04,97.07,14.6,27.5
4191,2241.38,35.72,11.62,22.28,97.08,14.82,27.42
4192,2198.87,35.77,11.9,21.79,97.12,14.35,27.41
4193,2199.48,35.81,10.01,20.27,97.1,14.59,27.33
4194,2201.09,35.68,9.1,19.45,97.1,14.8,27.41
4195,2218.03,35.71,10.56,20.1,97.1,14.5,27.41
4196,2220.22,35.79,10.62,19.43,97.08,14.75,27.48
4197,2198.11,35.79,10.63,18.93,97.06,14.62,27.4
4198,2196.06,35.83,9.94,18.9,97.08,14.52,27.27
4199,2203.88,35.93,9.49,19.23,97.12,14.64,27.32
4200,2195.91,36.06,10.57,19.78,97.13,14.6,27.22
4201,2190.95,35.84,11.72,18.8,97.2,14.61,27.27
4202,2224.66,35.97,12.27,21.68,97.17,14.76,27.3
4203,2221.66,36.0,12.51,21.17,97.24,14.72,27.37
4204,2241.88,36.25,12.9,23.47,97.24,14.69,27.47
4205,2247.18,36.27,12.58,22.13,97.21,14.89,27.47
4206,2229.45,36.11,11.37,22.3,97.22,14.46,27.35
4207,2231.97,36.17,10.15,21.35,97.27,14.67,27.31
4208,2247.23,36.22,11.22,21.45,97.3,14.77,27.46
4209,2289.78,36.29,11.12,21.15,97.3,14.83,27.48
4210,2278.43,36.57,11.56,22.03,97.34,14.84,27.35
4211,2281.98,36.52,11.59,20.38,97.32,14.66,27.42
4212,2304.05,36.36,11.66,20.17,97.33,14.77,27.41
4213,2330.34,36.37,11.79,19.19,97.38,14.94,27.35
4214,2315.48,36.42,12.22,19.34,97.39,14.97,27.27
4215,2310.27,36.1,11.39,18.33,97.36,14.63,27.43
4216,2331.49,36.12,12.23,19.54,97.35,14.96,27.33
4217,2337.59,36.1,11.43,18.01,97.34,14.83,27.3
4218,2353.78,36.17,11.53,18.21,97.39,14.78,27.4
4219,2370.65,36.23,10.47,17.3,97.39,14.84,27.54
4220,2372.68,36.19,10.31,17.55,97.41,14.72,27.67
4221,2365.72,36.12,9.76,16.95,97.4,14.73,27.63
4222,2343.03,36.06,9.82,17.7,97.41,14.49,27.9
4223,2332.39,36.13,10.47,18.27,97.42,14.79,27.75
4224,2323.72,36.0,10.5,18.22,97.41,14.7,27.77
4225,2343.73,35.93,12.03,19.68,97.41,14.91,27.84
4226,2340.72,35.91,12.47,18.88,97.4,14.87,27.8
4227,2337.65,35.82,12.05,18.52,97.45,14.96,27.94
4228,2310.73,35.72,11.78,18.61,97.45,14.57,27.89
4229,2330.31,35.55,11.91,18.86,97.49,14.82,27.99
4230,2308.15,35.57,12.3,18.07,97.49,14.84,27.89
4231,2297.87,35.52,11.09,17.98,97.49,15.24,27.96
4232,2320.53,35.46,11.49,18.28,97.48,14.9,27.9
4233,2329.28,35.08,10.37,17.95,97.5,15.01,28.07
4234,2301.23,34.9,10.76,17.79,97.48,14.66,28.12
4235,2271.31,34.7,11.55,15.61,97.49,14.75,28.26
4236,2261.87,34.54,11.63,16.15,97.53,14.87,28.31
4237,2245.6,34.54,9.59,15.87,97.58,14.56,28.32
4238,2212.8,34.47,8.19,14.97,97.58,14.89,28.39
4239,2197.68,34.29,8.8,14.13,97.54,14.76,28.48
4240,2142.13,33.95,6.94,12.92,97.55,14.73,28.52
4241,2165.79,33.74,7.71,14.22,97.57,14.85,28.3
4242,2184.14,33.52,8.69,14.49,97.54,14.76,28.18
4243,2212.28,33.61,9.75,15.69,97.57,14.64,28.28
4244,2214.45,33.41,9.55,14.98,97.62,14.57,28.19
4245,2199.64,33.28,9.91,15.4,97.61,14.66,28.27
4246,2215.89,33.22,10.05,14.67,97.63,14.71,28.34
4247,2194.67,33.14,8.83,14.12,97.64,14.71,28.3
4248,2162.83,32.95,9.5,15.19,97.65,14.86,28.12
4249,2159.09,32.96,10.63,15.09,97.65,14.96,28.13
4250,2167.5,33.02,11.11,15.56,97.63,14.85,28.31
4251,2150.35,33.05,10.57,15.99,97.64,14.8,28.22
4252,2131.29,33.12,11.1,17.01,97.65,14.63,28.18
4253,2129.58,33.46,12.17,19.41,97.69,14.54,28.04
4254,2145.0,33.48,12.87,18.16,97.71,14.51,28.13
4255,2148.57,33.67,13.47,19.71,97.71,14.84,28.15
4256,2207.95,33.86,11.92,19.16,97.69,14.67,28.04
4257,2204.95,33.98,12.08,19.68,97.66,14.99,28.21
4258,2221.55,34.22,12.49,20.14,97.67,14.66,28.32
4259,2193.76,34.48,13.19,19.75,97.64,14.91,28.23
4260,2209.72,34.38,13.27,17.23,97.65,14.6,28.14
4261,2202.96,34.39,14.18,17.25,97.65,15.02,28.29
4262,2205.92,34.45,12.31,16.47,97.66,15.36,28.28
4263,2243.35,34.59,12.59,16.91,97.64,14.88,28.18
4264,2235.82,34.77,12.79,16.44,97.61,14.9,28.01
4265,2210.79,34.79,13.23,16.05,97.62,14.75,27.91
4266,2193.37,34.95,14.22,16.72,97.6,14.65,27.8
4267,2204.33,34.94,13.08,15.96,97.57,14.84,27.65
4268,2213.58,35.03,14.02,17.62,97.57,14.84,27.62
4269,2223.68,35.5,14.51,22.18,97.54,14.86,27.56
4270,2207.0,35.82,14.08,20.74,97.56,14.57,27.5
4271,2257.75,35.71,12.95,18.47,97.58,14.58,27.63
4272,2291.49,35.86,12.89,18.94,97.57,14.66,27.65
4273,2294.12,35.86,12.84,17.26,97.57,14.96,27.72
4274,2264.99,36.12,12.98,18.61,97.6,14.8,27.8
4275,2302.2,36.23,12.25,17.13,97.61,14.5,27.78
4276,2327.01,36.45,12.64,17.33,97.56,15.0,27.86
4277,2328.37,36.55,12.13,16.83,97.53,14.47,27.89
4278,2351.14,36.46,12.91,16.0,97.52,14.81,27.91
4279,2337.12,36.41,14.0,16.98,97.53,15.12,28.12
4280,2315.02,36.36,12.97,17.29,97.54,14.79,28.26
4281,2317.26,36.22,12.74,16.68,97.55,14.79,28.08
4282,2285.63,36.3,13.3,18.43,97.54,14.84,28.15
4283,2267.5,36.39,13.25,18.77,97.54,15.08,28.07
4284,2284.26,36.37,11.87,17.76,97.55,14.8,28.1
4285,2292.4,36.28,12.39,16.72,97.53,14.78,28.05
4286,2266.64,36.25,11.68,15.21,97.52,14.93,27.94
4287,2262.93,36.12,11.69,16.55,97.53,14.63,27.96
4288,2240.71,36.09,10.74,17.18,97.5,14.78,28.05
4289,2238.26,36.05,11.31,18.6,97.48,15.0,28.12
4290,2233.54,36.0,10.86,19.72,97.49,14.66,28.18
4291,2260.47,35.84,11.5,20.94,97.48,14.86,28.16
4292,2260.79,35.83,11.19,20.8,97.49,14.89,28.15
4293,2260.67,36.08,10.82,22.39,97.51,14.98,28.15
4294,2257.1,35.98,11.08,20.26,97.49,14.85,28.23
4295,2228.38,36.19,10.23,21.07,97.47,14.94,28.33
4296,2236.14,36.17,11.66,20.81,97.49,14.72,28.32
4297,2253.6,36.01,11.65,21.24,97.48,14.76,28.28
4298,2264.38,36.14,11.12,21.58,97.51,14.86,28.48
4299,2282.11,36.01,10.7,19.02,97.54,14.95,28.46
4300,2298.48,36.01,10.65,17.88,97.56,15.12,28.45
4301,2341.87,35.98,11.4,18.72,97.55,15.16,28.52
4302,2312.51,35.92,10.55,17.87,97.55,15.04,28.49
4303,2313.76,35.86,10.21,18.24,97.55,14.94,28.39
4304,2316.79,35.81,10.16,17.31,97.55,14.79,28.42
4305,2305.7,35.68,11.38,18.75,97.59,14.9,28.41
4306,2290.83,35.82,12.12,19.1,97.58,14.91,28.57
4307,2301.42,35.92,13.24,20.43,97.57,14.91,28.7
4308,2308.89,35.96,12.98,18.84,97.54,14.59,28.65
4309,2286.02,35.88,13.84,19.26,97.51,14.82,28.62
4310,2251.07,35.82,14.48,18.64,97.52,14.8,28.65
4311,2247.08,35.86,14.62,18.97,97.52,15.11,28.75
4312,2239.78,35.82,14.79,19.57,97.57,14.86,28.69
4313,2258.54,35.8,13.84,19.94,97.55,14.94,28.71
4314,2245.6,35.96,15.01,20.63,97.6,14.63,28.68
4315,2249.73,36.07,14.38,19.64,97.63,15.08,28.68
4316,2222.99,36.11,14.42,18.0,97.63,15.08,28.61
4317,2202.29,36.01,14.54,16.47,97.59,14.94,28.63
4318,2200.26,36.14,13.06,16.26,97.57,15.17,28.62
4319,2208.48,36.09,12.73,14.97,97.6,14.78,28.83
4320,2205.51,36.31,12.75,15.4,97.62,14.73,28.78
4321,2223.18,36.49,12.49,15.36,97.59,14.93,28.74
4322,2202.22,36.59,12.29,14.99,97.62,14.79,28.74
4323,2215.08,36.77,13.37,16.21,97.61,14.8,28.66
4324,2225.35,36.63,12.39,14.44,97.57,14.92,28.71
4325,2209.62,36.72,11.21,14.36,97.56,14.92,28.77
4326,2230.37,36.9,10.74,14.83,97.56,14.95,28.9
4327,2200.43,36.87,11.28,14.72,97.6,14.78,28.93
4328,2202.67,36.6,11.85,14.64,97.6,15.0,28.89
4329,2234.64,36.68,12.21,14.41,97.59,14.82,28.82
4330,2203.13,36.81,12.81,14.89,97.53,14.72,28.9
4331,2232.55,36.62,12.76,14.19,97.56,14.9,28.79
4332,2221.45,36.67,12.11,13.26,97.56,14.73,28.94
4333,2222.87,36.64,11.17,12.73,97.58,14.63,29.0
4334,2263.36,36.57,10.06,12.2,97.59,15.13,28.93
4335,2256.52,36.34,9.89,12.41,97.6,14.78,29.04
4336,2295.73,36.37,10.57,13.67,97.66,14.77,29.03
4337,2290.97,36.28,10.72,13.46,97.66,14.99,28.9
4338,2292.57,36.5,10.79,15.55,97.63,15.1,28.81
4339,2311.73,36.41,9.89,13.99,97.66,14.82,28.91
4340,2322.37,36.3,11.98,14.89,97.63,14.82,28.98
4341,2323.14,36.22,11.14,14.6,97.66,14.83,29.08
4342,2310.92,36.13,11.14,14.65,97.63,15.05,29.16
4343,2277.89,35.99,11.84,14.0,97.63,14.87,29.22
4344,2249.72,35.92,11.7,12.77,97.64,15.08,29.22
4345,2280.41,35.77,10.89,13.79,97.64,14.9,29.23
4346,2315.12,35.79,11.47,14.74,97.64,15.08,29.22
4347,2313.11,35.71,10.26,14.0,97.65,14.88,29.17
4348,2272.93,35.59,11.63,15.38,97.64,15.06,29.09
4349,2257.17,35.44,11.69,17.62,97.64,14.71,29.14
4350,2240.36,35.1,11.32,16.3,97.63,14.69,29.23
4351,2230.34,35.04,10.05,15.85,97.65,14.6,29.14
4352,2214.61,35.01,9.12,16.02,97.63,14.59,29.08
4353,2228.91,34.99,9.16,14.96,97.66,15.43,29.04
4354,2234.44,34.66,10.75,14.58,97.68,14.71,28.92
4355,2266.24,34.71,10.87,16.0,97.68,14.77,28.76
4356,2253.3,34.49,11.05,15.78,97.66,14.76,28.86
4357,2253.93,34.5,11.25,15.54,97.63,14.68,28.79
4358,2265.91,34.52,13.01,15.28,97.63,14.94,28.75
4359,2280.84,34.36,12.34,15.45,97.65,14.71,28.74
4360,2249.3,34.42,13.37,15.2,97.63,14.54,28.84
4361,2254.27,34.39,12.7,14.16,97.63,14.63,28.9
4362,2253.38,34.42,11.86,13.62,97.64,14.82,28.85
4363,2255.34,34.36,11.6,13.42,97.63,14.81,28.7
4364,2251.96,34.34,11.36,12.82,97.64,14.85,28.58
4365,2281.55,34.23,11.65,12.71,97.65,14.37,28.64
4366,2255.91,34.44,9.72,14.22,97.68,14.67,28.65
4367,2232.17,34.4,9.85,13.32,97.66,14.83,28.64
4368,2213.22,34.27,9.37,13.32,97.63,14.91,28.63
4369,2213.93,35.39,9.42,20.77,97.66,14.74,28.7
4370,2230.38,36.13,8.82,17.83,97.66,15.0,28.63
4371,2239.25,37.73,9.49,23.96,97.64,14.64,28.62
4372,2282.52,38.8,9.72,21.68,97.65,14.62,28.48
4373,2307.29,40.03,10.1,22.49,97.67,15.12,28.74
4374,2333.88,41.24,9.49,23.01,97.7,14.9,28.73
4375,2335.34,41.73,9.97,19.28,97.69,14.86,28.65
4376,2402.52,42.23,9.71,19.95,97.73,14.96,28.62
4377,2425.03,42.53,8.7,19.81,97.7,14.93,28.56
4378,2485.31,43.71,9.13,25.77,97.74,14.62,28.52
4379,2500.14,44.99,9.4,26.02,97.76,14.76,28.46
4380,2545.32,45.51,9.93,22.12,97.77,15.0,28.43
4381,2562.56,46.49,10.17,25.19,97.82,14.85,28.46
4382,2630.53,47.43,9.66,24.35,97.8,14.95,28.32
4383,2679.86,48.15,9.56,21.93,97.78,14.84,28.44
4384,2720.71,48.76,8.76,21.39,97.82,14.82,28.51
4385,2727.56,49.16,10.23,21.67,97.79,15.05,28.54
4386,2787.82,49.38,11.6,22.18,97.81,14.85,28.36
4387,2844.53,49.6,12.93,23.24,97.82,15.62,28.3
4388,2846.41,49.78,12.49,24.05,97.8,15.34,28.35
4389,2859.74,49.87,13.58,24.15,97.8,14.7,28.75
4390,2809.9,50.1,13.91,24.65,97.82,14.82,28.83
4391,2709.33,50.32,13.23,24.1,97.82,14.83,28.93
4392,2756.4,49.27,12.64,22.06,97.82,15.08,28.91
4393,2785.38,47.66,12.45,21.03,97.78,15.15,28.78
4394,2771.95,46.47,12.48,20.21,97.75,14.86,28.8
4395,2721.89,45.47,12.69,19.73,97.75,14.88,28.68
4396,2719.91,43.95,12.57,20.29,97.7,14.98,28.56
4397,2683.23,43.01,12.16,18.89,97.73,14.99,28.41
4398,2634.79,41.69,13.14,18.35,97.71,14.94,28.45
4399,2627.27,40.93,12.83,18.9,97.71,14.65,28.38
4400,2632.81,39.77,12.49,18.55,97.72,15.02,28.37
4401,2602.1,38.97,12.13,18.19,97.68,14.62,28.33
4402,2600.4,38.46,11.88,17.9,97.7,14.68,28.2
4403,2585.45,37.99,10.64,18.89,97.72,14.88,28.18
4404,2529.46,37.65,9.82,18.74,97.75,14.65,28.11
4405,2496.19,37.4,11.83,19.53,97.76,14.66,28.03
4406,2498.05,37.15,10.36,19.09,97.72,14.49,27.96
4407,2466.45,37.07,10.57,19.31,97.71,14.79,27.88
4408,2465.68,36.9,10.81,20.71,97.78,14.37,27.92
4409,2439.02,36.63,11.56,20.44,97.83,14.57,27.92
4410,2437.58,36.47,11.72,20.51,97.87,15.04,27.85
4411,2430.29,36.37,13.08,20.9,97.83,14.22,27.82
4412,2410.99,36.47,13.03,21.98,97.87,14.58,28.01
4413,2412.08,36.27,13.83,22.78,97.87,14.64,27.89
4414,2355.8,36.22,14.29,22.05,97.93,14.51,27.92
4415,2328.08,36.14,15.11,22.4,97.9,14.62,27.89
4416,2316.57,36.19,14.66,22.43,97.93,14.42,28.03
4417,2339.54,36.24,14.55,21.29,97.95,14.65,28.06
4418,2306.33,36.14,13.82,21.18,97.97,14.7,28.03
4419,2303.43,35.77,13.57,22.05,97.94,14.67,28.08
4420,2308.68,35.9,13.46,23.22,97.98,14.72,28.12
4421,2310.61,35.78,11.46,20.98,97.97,14.64,28.13
4422,2304.65,35.67,11.21,19.66,97.94,14.31,27.96
4423,2290.56,35.9,11.92,21.62,97.98,14.52,28.04
4424,2286.07,36.01,10.72,19.52,97.98,14.7,28.09
4425,2307.11,36.13,9.93,18.65,97.96,14.57,28.02
4426,2292.83,36.2,10.91,18.77,98.03,14.64,28.0
4427,2250.83,36.13,11.91,19.06,98.02,14.44,27.93
4428,2265.59,35.95,11.23,18.55,98.04,14.57,27.82
4429,2300.08,36.13,11.35,19.64,98.08,14.58,27.61
4430,2279.34,36.17,11.19,18.57,98.07,14.54,27.56
4431,2310.89,36.36,12.12,19.27,98.08,14.89,27.47
4432,2321.29,36.34,11.5,17.72,98.08,14.68,27.38
4433,2296.92,36.38,11.09,16.56,98.09,14.57,27.42
4434,2284.74,36.33,12.07,17.3,98.14,14.66,27.59
4435,2273.63,36.44,11.13,19.69,98.15,14.48,27.7
4436,2282.15,36.44,10.64,18.87,98.13,14.7,27.68
4437,2281.73,36.3,10.7,19.69,98.17,14.7,27.56
4438,2306.42,36.12,11.86,19.91,98.2,14.73,27.58
4439,2321.49,35.96,10.73,18.44,98.23,14.55,27.56
4440,2287.18,36.07,10.16,20.38,98.21,14.64,27.62
4441,2259.95,36.06,10.63,19.01,98.21,14.72,27.71
4442,2277.49,36.13,11.21,20.35,98.25,14.82,27.64
4443,2270.52,36.19,11.31,20.32,98.26,14.43,27.37
4444,2271.18,36.18,11.1,20.64,98.24,14.32,27.29
4445,2287.36,36.38,11.21,21.73,98.26,14.61,27.31
4446,2308.03,36.5,9.96,19.89,98.26,14.48,27.33
4447,2284.21,36.5,10.07,18.51,98.27,14.48,27.24
4448,2244.77,36.61,11.33,21.2,98.27,14.44,27.18
4449,2252.89,36.71,10.21,20.78,98.28,14.45,27.17
4450,2244.13,36.58,9.59,21.32,98.27,14.69,27.06
4451,2253.86,36.41,9.33,20.7,98.28,14.56,27.11
4452,2259.0,36.38,9.15,20.94,98.26,14.62,27.05
4453,2244.89,36.15,10.72,20.26,98.31,14.74,27.03
4454,2293.24,36.09,9.92,20.01,98.25,14.37,27.0
4455,2294.21,36.18,9.08,21.74,98.27,14.47,27.13
4456,2283.13,36.13,9.8,20.56,98.34,14.56,27.13
4457,2287.07,36.16,9.34,19.91,98.38,14.6,27.16
4458,2298.58,36.04,10.05,20.45,98.43,14.52,27.17
4459,2284.45,35.9,9.9,20.21,98.43,14.41,27.19
4460,2330.59,35.77,10.28,21.76,98.43,14.25,27.13
4461,2292.86,35.66,9.01,20.66,98.4,14.55,27.09
4462,2261.17,35.59,9.47,20.5,98.45,14.6,27.11
4463,2229.97,35.46,9.7,20.45,98.41,15.07,27.28
4464,2234.55,35.41,9.53,19.38,98.44,14.7,27.22
4465,2248.52,35.56,8.67,18.91,98.42,14.37,27.22
4466,2244.64,35.55,8.98,17.03,98.42,14.47,27.24
4467,2256.61,35.4,9.66,14.9,98.46,14.63,27.22
4468,2268.25,35.67,9.41,16.6,98.45,14.63,27.42
4469,2263.23,35.89,9.18,15.42,98.44,14.58,27.38
4470,2275.24,35.96,9.94,14.69,98.43,14.88,27.38
4471,2272.76,35.81,11.33,15.77,98.45,14.63,27.44
4472,2265.84,35.69,11.95,15.43,98.47,14.57,27.67
4473,2258.83,35.83,12.02,16.94,98.48,14.65,27.82
4474,2267.95,35.94,11.69,15.77,98.42,14.72,27.79
4475,2295.13,35.88,11.51,14.83,98.49,14.58,27.81
4476,2269.76,35.84,10.31,15.78,98.47,14.91,27.82
4477,2261.38,35.71,10.16,15.49,98.49,14.46,27.82
4478,2266.88,35.65,11.05,16.94,98.51,14.93,27.78
4479,2302.72,35.51,10.98,18.87,98.49,14.63,27.87
4480,2306.73,35.43,10.38,18.29,98.46,14.64,27.9
4481,2286.31,35.62,9.87,18.65,98.45,14.69,27.9
4482,2267.1,35.75,9.93,16.66,98.41,14.67,27.8
4483,2289.19,35.9,9.03,16.87,98.42,14.69,27.82
4484,2283.25,36.07,8.5,17.14,98.38,14.56,27.67
4485,2259.8,36.01,9.89,17.19,98.39,14.52,27.6
4486,2284.22,36.04,9.1,18.21,98.36,14.81,27.62
4487,2291.63,36.11,8.6,17.52,98.35,14.56,27.62
4488,2267.15,35.94,8.98,18.49,98.31,14.85,27.81
4489,2242.83,35.94,8.74,18.0,98.28,14.53,27.85
4490,2205.53,35.99,8.98,18.46,98.26,14.78,28.04
4491,2205.3,36.17,9.87,19.43,98.24,14.68,28.06
4492,2223.59,36.22,8.69,17.66,98.25,14.56,28.13
4493,2252.12,36.1,9.44,16.83,98.21,14.87,28.24
4494,2264.9,35.89,9.04,16.91,98.21,14.37,28.18
4495,2241.23,35.87,8.92,16.07,98.21,14.82,28.06
4496,2241.05,35.78,10.57,16.59,98.18,14.86,28.09
4497,2275.37,35.87,9.45,16.65,98.21,14.67,28.01
4498,2265.96,35.77,9.98,16.08,98.23,14.75,28.03
